Custid,Year_Birth,Dependents,Income,Rcn,Frq,Mnt,Clothes,Kitchen,SmallAppliances,HouseKeeping,Toys,NetPurchase,CatPurchase,Recomendation,DepVar,Gender_M,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Together,Marital_Status_Widow
6096,1990,1,28647.15,51,12,95.68,48,15,19,0,18,60,40,5,0,0,1,0,0,0,0,0,0,0
6101,1963,0,94401.3,75,33,1396.72,85,2,11,1,1,35,65,5,0,0,0,1,0,0,0,0,1,0
6104,1948,0,100276.05,94,29,1262.56,45,6,31,6,12,21,79,5,0,0,0,1,0,0,0,1,0,0
6106,1983,1,47226.9,48,8,31.2,44,1,35,10,10,52,48,3,0,0,0,0,0,0,0,0,0,0
6115,1961,1,80726.1,38,19,406.64,82,1,14,1,2,54,46,4,0,0,0,1,0,0,0,0,0,1
6118,1983,1,49987.35,410,5,19.76,40,11,37,5,6,45,55,3,0,0,0,1,0,0,0,0,1,0
6120,1950,0,104944.35,87,28,1330.16,31,7,49,11,3,10,90,5,0,0,0,0,1,0,0,0,0,1
6138,1996,1,23167.2,8,12,57.2,6,29,20,20,25,70,30,4,0,1,1,0,0,0,0,0,0,0
6139,1970,0,57640.8,85,14,308.88,45,15,23,2,15,34,66,2,0,0,0,0,0,0,0,0,0,0
6144,1989,1,51773.4,198,8,20.8,36,2,48,10,4,57,43,4,0,0,0,1,0,0,0,1,0,0
6146,1956,1,87627.75,75,32,1321.84,56,6,18,13,7,32,68,5,0,0,0,1,0,0,0,0,1,0
6148,1941,0,116907.0,77,28,1398.8,34,6,52,5,3,8,92,5,0,0,0,0,1,0,0,0,0,1
6149,1987,1,12047.7,44,10,70.72,44,2,36,13,5,33,67,5,0,0,0,0,1,0,0,1,0,0
6150,1980,1,70683.9,10,15,191.36,70,1,17,5,6,69,31,3,0,0,0,0,0,0,0,0,1,0
6151,1968,1,78201.9,30,20,452.4,66,8,21,4,1,57,43,2,0,0,0,1,0,0,0,0,0,0
6153,1974,0,72276.75,84,18,455.52,25,9,10,19,37,42,58,3,0,0,0,1,0,0,0,0,1,0
6154,1952,1,90648.6,94,17,512.72,47,4,38,4,7,36,64,3,0,0,0,1,0,0,0,1,0,0
6158,1988,1,50366.4,75,11,126.88,19,4,47,15,15,47,53,5,0,1,0,0,0,0,0,0,0,0
6159,1960,1,87690.75,76,9,187.2,58,7,27,2,7,26,74,4,0,1,0,1,0,0,0,1,0,0
6163,1953,1,74062.83887289166,71,23,860.08,52,2,39,4,3,22,78,5,0,0,0,1,0,0,1,0,0,0
6164,1962,1,89688.9,77,25,745.68,81,2,15,0,1,55,45,3,0,0,0,1,0,0,1,0,0,0
6173,1966,1,68181.75,95,21,568.88,84,2,11,1,2,45,55,5,0,0,0,1,0,0,0,0,1,0
6179,1966,1,81549.3,78,13,309.92,78,1,19,1,1,46,54,3,1,1,0,0,0,0,0,1,0,0
6180,1938,0,118301.4,73,45,2314.0,70,0,25,4,1,11,89,5,1,0,0,1,0,0,0,0,0,0
6182,1950,1,113374.8,48,30,1193.92,44,12,35,7,2,43,57,5,0,0,0,1,0,0,0,1,0,0
6184,1976,1,50392.65,33,6,32.24,49,2,44,2,3,43,57,4,0,1,0,1,0,0,0,1,0,0
6188,1971,1,74062.83887289166,11,8,53.04,47,5,19,21,8,49,51,4,0,0,0,0,0,0,0,0,0,0
6194,1972,1,74765.25,14,17,265.2,70,5,22,0,3,62,38,5,1,0,0,0,0,0,0,1,0,0
6195,1964,1,74260.2,17,16,274.56,72,2,18,4,4,57,43,3,0,0,0,0,0,0,1,0,0,0
6204,1979,1,74062.83887289166,94,7,26.0,51,7,36,4,2,52,48,4,0,1,0,1,0,0,0,0,0,0
6208,1966,1,78618.75,92,14,271.44,65,9,11,11,3,41,59,5,0,1,0,0,0,0,0,1,0,0
6209,1944,0,142756.95,69,47,2505.36,30,11,42,14,3,13,87,5,1,0,0,0,0,0,0,0,1,0
6213,1972,1,65663.85,77,25,683.28,94,0,5,0,0,59,41,3,1,0,0,0,1,0,0,1,0,0
6214,1958,1,74661.3,99,20,508.56,51,9,32,3,5,38,62,2,0,0,0,1,0,0,0,1,0,0
6218,1968,1,76003.2,52,17,356.72,74,2,19,3,2,57,43,3,0,0,1,0,0,0,0,1,0,0
6220,1957,1,103620.3,38,26,997.36,36,4,26,14,20,37,63,5,0,0,0,1,0,0,0,0,0,0
6227,1940,0,126382.2,32,38,1929.2,38,7,46,5,4,14,86,5,1,0,0,1,0,0,1,0,0,0
6234,1959,1,87347.4,65,12,315.12,66,6,15,6,6,24,76,3,0,1,0,0,0,0,0,1,0,0
6240,1964,0,64312.5,46,22,617.76,46,2,30,8,14,51,49,3,0,0,0,0,0,0,0,1,0,0
6242,1986,1,26298.3,80,11,32.24,37,3,32,15,13,67,33,2,0,0,0,0,0,0,0,1,0,0
6246,1940,0,110573.4,37,36,1801.28,25,3,45,11,17,14,86,5,0,0,0,1,0,0,0,0,0,1
6257,1971,1,49771.05,74,11,78.0,55,4,35,2,4,49,51,5,0,0,0,1,0,0,0,1,0,0
6258,1981,1,45489.15,38,13,60.32,51,2,43,3,1,72,28,5,0,1,0,1,0,0,0,1,0,0
6262,1966,1,85634.85,52,24,738.4,83,2,11,2,1,44,56,4,0,1,0,0,0,0,0,1,0,0
6266,1974,0,74062.83887289166,8,7,78.0,60,4,19,10,8,24,76,4,0,1,0,0,1,0,0,0,0,1
6271,1991,1,37277.1,56,12,55.12,10,21,44,12,13,70,30,2,0,1,0,0,0,0,0,1,0,0
6274,1975,1,39969.3,7,11,56.16,73,3,16,4,4,63,37,2,0,0,0,1,0,0,0,1,0,0
6276,1977,1,47079.9,49,15,156.0,88,0,11,0,0,56,44,4,0,0,0,0,1,0,0,1,0,0
6277,1985,1,34363.35,43,11,92.56,27,6,49,11,7,53,47,3,0,0,0,1,0,0,0,0,1,0
6280,1993,1,33904.5,95,11,50.96,14,5,17,44,19,59,41,3,0,0,0,1,0,0,0,0,0,0
6284,1945,0,111232.8,54,35,1665.04,40,16,26,10,8,23,77,4,1,0,1,0,0,0,0,1,0,0
6288,1991,1,47845.35,12,11,69.68,8,11,37,22,22,60,40,3,0,0,0,1,0,0,0,0,0,0
6291,1997,0,25721.85,16,8,17.68,2,15,20,37,26,58,42,4,0,0,1,0,0,0,0,0,0,0
6297,1993,1,36220.8,267,6,12.48,25,15,10,26,24,47,53,4,0,0,1,0,0,0,0,0,0,0
6301,1983,1,36411.9,71,10,33.28,34,15,17,18,17,68,32,4,0,1,0,0,0,0,0,0,0,0
6310,1979,1,65595.6,81,15,193.44,52,1,43,3,1,68,32,2,0,0,0,0,1,0,0,1,0,0
6316,1970,1,75909.75,98,12,269.36,77,5,12,1,5,37,63,3,0,0,0,0,0,1,1,0,0,0
6317,1946,0,108855.6,50,30,1469.52,40,4,38,9,9,8,92,5,0,0,0,1,0,0,0,1,0,0
6318,1951,0,94857.0,68,39,1794.0,79,1,17,2,1,25,75,5,0,0,0,0,0,0,0,0,1,0
6319,1957,1,78920.1,31,15,361.92,37,5,45,7,7,31,69,3,0,0,0,0,0,0,0,1,0,0
6321,1965,1,92316.0,90,30,1066.0,40,11,33,8,8,51,49,5,0,0,0,1,0,0,0,0,1,0
6323,1976,1,36894.9,3,11,80.08,75,3,15,4,3,47,53,3,0,0,0,1,0,0,0,1,0,0
6330,1974,1,86896.95,44,19,410.8,72,1,26,1,1,60,40,4,0,0,0,1,0,0,0,1,0,0
6331,1948,0,93334.5,48,25,1068.08,66,1,29,2,2,13,87,2,0,0,0,0,0,1,0,0,1,0
6335,1969,0,52183.95,24,22,502.32,95,1,4,0,0,64,36,4,0,1,0,0,0,1,0,1,0,0
6346,1973,0,74741.1,87,34,1185.6,87,2,10,0,1,57,43,5,0,0,0,1,0,0,0,1,0,0
6354,1987,0,45816.75,38,21,458.64,38,3,41,15,3,56,44,3,0,0,0,0,1,0,0,0,0,0
6355,1969,1,73008.6,93,13,188.24,79,0,18,2,1,56,44,3,0,0,1,0,0,0,0,0,1,0
6358,1983,1,40596.15,60,9,50.96,49,5,30,9,7,58,42,3,0,1,0,1,0,0,0,0,1,0
6360,1981,1,74062.83887289166,3,9,52.0,40,4,43,12,1,54,46,4,0,0,0,1,0,0,0,1,0,0
6363,1994,0,26453.7,95,10,67.6,31,17,18,4,30,44,56,3,0,0,1,0,0,0,0,0,0,0
6364,1948,0,99507.45,57,32,1463.28,79,2,17,1,1,19,81,5,1,1,0,0,1,0,0,0,1,0
6365,1980,1,38983.35,51,13,89.44,85,1,12,1,1,58,42,5,0,0,0,1,0,0,0,1,0,0
6376,1996,1,11914.35,47,7,22.88,10,22,47,8,13,45,55,5,0,0,1,0,0,0,0,0,0,0
6381,1971,1,55529.25,37,20,458.64,40,5,35,1,20,42,58,3,0,0,0,1,0,0,0,0,1,0
6385,1955,1,89725.65,8,22,671.84,49,9,25,9,8,38,62,2,0,0,0,1,0,0,0,1,0,0
6386,1948,0,92135.4,91,20,795.6,42,6,38,4,10,12,88,3,0,0,0,1,0,0,0,0,0,1
6392,1963,1,69664.35,20,19,356.72,63,3,30,2,2,65,35,3,0,0,0,0,0,0,0,0,0,0
6397,1962,1,85751.4,65,21,627.12,85,2,9,2,2,44,56,3,0,0,0,1,0,0,0,1,0,0
6404,1974,1,74062.83887289166,75,7,35.36,70,6,19,3,2,45,55,3,0,0,0,1,0,0,0,0,0,0
6406,1996,0,14120.4,95,10,47.84,3,13,32,10,42,51,49,2,0,0,1,0,0,0,0,0,0,0
6411,1991,1,53525.85,60,11,68.64,4,48,21,26,1,64,36,2,0,0,1,0,0,0,0,0,1,0
6415,1981,1,50721.3,17,9,58.24,25,4,55,11,5,59,41,3,0,0,0,1,0,0,0,1,0,0
6417,1964,1,87577.35,10,19,460.72,73,5,18,0,4,53,47,3,0,0,0,1,0,0,0,0,0,1
6421,1980,1,59532.9,25,12,122.72,85,0,14,0,0,61,39,4,0,0,0,0,1,0,0,1,0,0
6428,1951,1,105044.1,74,29,1254.24,79,1,15,3,1,21,79,4,0,0,0,0,1,0,0,0,0,1
6432,1985,0,37368.45,80,9,53.04,56,6,25,6,7,50,50,4,0,1,0,0,0,1,0,1,0,0
6436,1949,0,117797.4,23,29,1459.12,35,4,46,4,11,10,90,5,1,0,0,0,1,0,0,0,1,0
6439,1959,0,98471.1,75,15,501.28,39,17,31,4,9,16,84,4,0,0,0,1,0,0,1,0,0,0
6449,1997,0,33989.55,6,14,159.12,11,24,14,10,41,60,40,2,0,0,1,0,0,0,0,1,0,0
6451,1978,1,78978.9,29,21,555.36,57,4,33,1,4,51,49,3,0,0,0,0,0,0,0,0,1,0
6452,1971,1,59131.8,431,7,19.76,83,1,15,1,0,53,47,3,0,1,0,1,0,0,0,0,0,0
6464,1969,1,69643.35,45,5,41.6,92,0,5,1,2,35,65,2,0,0,0,1,0,0,0,0,1,0
6465,1959,0,78113.7,41,34,1386.32,57,10,13,11,9,28,72,5,0,0,0,1,0,0,0,1,0,0
6469,1997,0,31686.9,47,11,54.08,5,46,22,13,13,58,42,3,0,0,1,0,0,0,0,0,0,0
6474,1984,1,61540.5,61,9,76.96,44,4,44,7,2,50,50,5,0,0,0,1,0,0,0,0,0,0
6479,1990,1,52948.35,24,13,122.72,49,17,20,10,5,53,47,4,0,1,0,1,0,0,0,1,0,0
6481,1971,0,66394.65,7,8,92.56,57,5,23,9,6,51,49,4,0,0,0,1,0,0,0,1,0,0
6483,1949,0,92581.65,79,18,610.48,26,5,19,32,17,23,77,2,0,1,1,0,0,0,0,0,1,0
6485,1942,0,132674.85,50,45,2440.88,16,10,56,8,11,9,91,5,1,0,0,0,0,0,0,0,1,0
6493,1954,1,95682.3,94,20,557.44,68,3,25,3,1,45,55,2,0,0,0,0,1,0,0,0,0,0
6496,1957,1,100007.25,4,30,1254.24,59,3,18,11,8,27,73,5,1,1,0,1,0,0,0,0,0,1
6500,1955,1,79314.9,60,11,266.24,40,1,38,13,8,23,77,5,0,1,0,1,0,0,0,0,1,0
6506,1971,1,68531.4,90,18,267.28,79,1,19,1,0,75,25,3,0,0,0,1,0,0,0,1,0,0
6507,1942,0,122218.95,88,25,1120.08,65,2,30,0,2,15,85,2,0,0,0,1,0,0,1,0,0,0
6511,1962,1,92964.9,12,22,677.04,88,2,9,1,1,39,61,4,0,1,0,1,0,0,0,1,0,0
6514,1968,1,87839.85,24,32,1190.8,83,1,15,0,0,43,57,5,0,1,0,0,1,0,0,1,0,0
6520,1973,1,53832.45,62,11,75.92,78,0,20,0,1,65,35,5,0,0,0,1,0,0,0,0,0,0
6532,1958,1,81639.6,74,22,679.12,53,5,34,2,6,29,71,5,0,0,1,0,0,0,0,0,0,0
6542,1971,1,75695.55,12,17,314.08,88,2,8,2,0,51,49,3,0,0,0,0,1,0,0,0,1,0
6550,1974,1,68133.45,11,15,225.68,74,2,20,2,2,54,46,5,0,0,0,1,0,0,0,0,0,0
6563,1963,1,95708.55,43,31,1128.4,96,0,4,0,0,48,52,5,0,0,0,1,0,0,1,0,0,0
6567,1992,1,34323.45,5,17,228.8,36,6,44,4,10,60,40,2,0,0,0,1,0,0,0,1,0,0
6574,1956,1,74062.83887289166,92,33,1387.36,62,8,20,9,2,30,70,4,0,0,1,0,0,0,1,0,0,0
6581,1979,0,50766.45,24,15,270.4,34,15,21,19,11,37,63,3,0,0,0,1,0,0,0,1,0,0
6582,1975,1,43053.15,85,8,56.16,24,11,47,1,17,41,59,2,0,0,1,0,0,0,0,0,1,0
6583,1957,0,87344.25,30,29,1266.72,37,9,28,14,12,23,77,5,0,0,1,0,0,0,0,0,0,0
6585,1972,1,65260.65,446,8,19.76,55,5,29,10,1,57,43,5,0,0,0,0,0,0,0,1,0,0
6586,1962,1,83190.45,74,11,195.52,88,0,11,1,0,41,59,2,0,0,0,0,0,0,0,1,0,0
6590,1943,1,134687.7,78,25,999.44,62,2,27,4,5,39,61,5,0,1,0,0,1,0,0,0,1,0
6597,1959,1,88287.15,2,22,743.6,35,5,11,11,38,24,76,2,0,1,1,0,0,0,0,1,0,0
6603,1992,0,32769.45,71,8,17.68,24,1,36,28,11,50,50,3,0,0,0,1,0,0,0,0,0,0
6604,1988,1,50348.55,78,16,230.88,57,2,37,3,1,56,44,4,0,0,0,0,1,0,0,1,0,0
6625,1976,1,46013.1,3,12,72.8,58,4,27,2,9,53,47,4,0,0,0,1,0,0,0,1,0,0
6629,1992,1,30897.3,11,10,47.84,22,16,42,15,5,51,49,3,0,0,0,1,0,0,0,0,0,0
6631,1990,1,43698.9,54,10,30.16,27,14,45,12,2,73,27,3,0,0,0,0,0,0,0,0,0,0
6632,1996,1,29488.2,34,9,43.68,4,26,27,34,9,51,49,4,0,0,1,0,0,0,0,1,0,0
6642,1965,1,92290.8,95,26,926.64,86,3,10,1,0,36,64,5,1,0,0,1,0,0,0,0,1,0
6643,1940,0,109545.45,14,25,1123.2,51,3,35,6,6,15,85,3,0,0,0,1,0,0,0,0,1,0
6644,1953,1,111265.35,64,38,1736.8,80,1,16,1,2,28,72,4,0,0,0,1,0,0,0,1,0,0
6655,1964,1,62305.95,71,11,94.64,92,1,6,1,0,64,36,3,0,0,0,1,0,0,0,1,0,0
6659,1947,0,112801.5,85,33,1598.48,54,9,28,3,6,12,88,5,0,0,0,1,0,0,0,0,0,1
6660,1959,0,80518.2,59,29,1062.88,72,4,18,4,2,37,63,5,0,0,0,0,1,0,0,1,0,0
6666,1968,0,77858.55,85,24,681.2,77,2,20,1,0,52,48,2,0,0,0,0,1,0,1,0,0,0
6668,1975,1,60087.3,7,12,73.84,78,2,16,1,2,63,37,2,0,0,0,0,0,0,0,0,1,0
6670,1955,1,104272.35,71,35,1532.96,52,0,25,1,22,25,75,5,0,0,0,1,0,0,0,1,0,0
6671,1980,1,49357.35,420,8,17.68,88,1,9,1,1,55,45,5,0,0,0,0,0,1,0,1,0,0
6672,1993,0,29304.45,18,11,52.0,5,33,18,20,24,58,42,4,0,1,0,0,0,0,0,0,0,0
6685,1974,1,54192.6,86,12,125.84,69,1,25,2,4,58,42,3,0,0,0,0,1,0,1,0,0,0
6687,1939,0,117836.25,9,40,1996.8,77,1,21,0,1,19,81,5,0,1,0,0,0,1,1,0,0,0
6693,1962,1,67803.75,3,20,403.52,83,1,13,1,1,59,41,5,0,0,0,0,1,0,0,1,0,0
6694,1994,0,50603.7,60,10,41.6,14,10,35,24,17,71,29,3,0,1,0,0,0,0,0,0,1,0
6698,1975,1,50115.45,16,11,50.96,56,4,30,8,3,63,37,3,0,1,0,1,0,0,0,0,1,0
6708,1978,1,74062.83887289166,28,7,42.64,53,1,27,13,7,53,47,4,0,1,0,1,0,0,0,1,0,0
6710,1957,1,80769.15,30,20,627.12,65,3,29,3,0,36,64,4,0,1,0,0,1,0,0,1,0,0
6720,1946,0,110013.75,90,37,1732.64,71,2,24,1,2,17,83,5,0,1,0,1,0,0,0,0,0,0
6724,1993,1,36760.5,50,11,65.52,10,15,50,10,15,68,32,4,0,1,0,1,0,0,0,0,0,0
6725,1989,1,56067.9,61,14,272.48,35,25,20,3,17,31,69,4,0,0,0,1,0,0,0,0,1,0
6734,1962,1,67807.95,34,10,96.72,86,1,12,1,1,57,43,5,0,0,0,1,0,0,0,0,1,0
6739,1950,0,94032.75,23,31,1390.48,38,11,34,6,11,15,85,5,0,0,0,1,0,0,0,1,0,0
6744,1982,0,38939.25,47,14,157.04,27,26,39,1,7,62,38,4,0,0,0,1,0,0,0,0,1,0
6747,1939,0,116723.25,17,29,1395.68,58,3,34,5,0,14,86,4,0,0,0,0,1,0,0,0,0,0
6750,1940,0,113681.4,68,32,1598.48,12,38,42,5,3,5,95,5,0,1,1,0,0,0,1,0,0,0
6752,1950,0,101866.8,16,28,1063.92,39,7,36,8,10,48,52,5,0,0,0,0,0,0,0,0,1,0
6753,1954,1,73627.05,64,9,158.08,42,3,24,24,7,40,60,4,0,0,0,0,1,0,0,1,0,0
6767,1960,1,78386.7,44,11,126.88,62,4,15,10,9,54,46,4,0,1,0,0,0,0,0,1,0,0
6768,1981,1,53964.75,449,9,20.8,31,6,54,4,5,74,26,3,0,0,0,0,0,0,0,0,1,0
6774,1958,1,79861.95,40,16,453.44,68,3,24,2,3,27,73,5,0,1,0,1,0,0,0,0,1,0
6778,1959,1,101010.0,89,37,1593.28,73,0,23,1,3,32,68,5,1,0,0,1,0,0,1,0,0,0
6780,1980,1,37055.55,7,8,33.28,76,1,20,1,2,56,44,5,0,0,0,1,0,0,0,0,1,0
6781,1987,1,52511.55,24,12,122.72,32,5,48,8,7,64,36,5,0,1,0,1,0,0,1,0,0,0
6796,1970,1,77868.0,88,22,565.76,86,0,12,1,0,57,43,3,0,0,0,0,1,0,0,0,0,0
6802,1973,1,53786.25,19,5,37.44,35,5,43,1,16,44,56,2,0,1,0,0,0,0,0,1,0,0
6809,1976,1,53641.35,55,11,67.6,66,1,30,2,1,57,43,4,0,0,0,0,1,0,0,1,0,0
6812,1976,1,47908.35,70,8,15.6,49,12,26,1,12,55,45,3,0,1,0,1,0,0,0,0,1,0
6818,1994,0,24067.05,24,12,72.8,16,14,23,19,28,66,34,4,0,0,0,0,0,0,0,0,0,0
6827,1978,1,55248.9,40,15,191.36,55,0,37,6,2,52,48,2,0,0,0,1,0,0,0,0,1,0
6828,1937,0,126052.5,14,37,1930.24,46,2,45,3,4,14,86,5,1,0,0,1,0,0,0,0,0,0
6830,1977,1,65702.7,94,6,66.56,65,1,27,4,2,39,61,3,0,0,0,1,0,0,0,0,1,0
6831,1963,1,90109.95,3,29,995.28,92,0,8,0,0,51,49,5,1,1,0,0,0,1,0,0,1,0
6838,1940,0,116527.95,50,41,2123.68,30,0,56,7,7,17,83,5,0,0,0,1,0,0,0,0,1,0
6843,1988,1,47999.7,26,10,121.68,48,3,37,6,5,32,68,3,0,0,0,0,0,1,0,0,1,0
6844,1953,1,83272.35,47,14,404.56,46,1,22,14,17,23,77,4,0,0,0,1,0,0,0,1,0,0
6845,1952,1,89195.4,34,18,561.6,55,1,22,1,21,27,73,3,0,0,0,1,0,0,0,1,0,0
6847,1966,0,74062.83887289166,71,17,360.88,27,2,48,16,7,43,57,3,0,0,0,1,0,0,0,1,0,0
6849,1972,1,64722.0,422,5,20.8,65,2,29,3,1,46,54,2,0,0,0,1,0,0,1,0,0,0
6856,1976,1,50425.2,43,14,124.8,76,0,16,5,3,64,36,4,0,0,0,1,0,0,0,0,0,0
6859,1962,1,107868.6,60,43,1860.56,78,1,19,0,2,53,47,4,0,0,0,1,0,0,0,1,0,0
6866,1969,1,75168.45,13,20,562.64,87,0,10,1,1,38,62,5,0,0,0,0,1,0,0,1,0,0
6869,1959,1,81451.65,37,27,860.08,48,9,20,14,10,45,55,5,0,0,0,1,0,0,0,0,1,0
6870,1944,0,130424.7,94,50,2688.4,58,0,28,8,6,10,90,5,1,0,0,1,0,0,0,1,0,0
6871,1971,1,64938.3,18,20,453.44,54,1,41,1,2,51,49,3,0,1,0,0,0,0,0,1,0,0
6873,1973,1,67114.95,23,16,405.6,63,1,33,1,1,38,62,3,0,0,0,1,0,0,0,1,0,0
6876,1968,1,69480.6,68,24,617.76,66,1,29,1,3,51,49,3,0,0,1,0,0,0,0,0,1,0
6880,1978,1,53914.35,19,8,35.36,48,9,36,3,4,55,45,4,0,0,0,1,0,0,0,1,0,0
6881,1992,1,35240.1,28,11,61.36,10,13,22,21,35,68,32,5,0,0,0,1,0,0,0,0,1,0
6891,1951,1,103741.05,93,18,621.92,48,12,22,14,4,25,75,2,0,0,0,1,0,0,0,1,0,0
6896,1984,0,42709.8,29,15,234.0,29,16,33,13,9,60,40,4,0,0,0,1,0,0,0,0,1,0
6903,1946,0,98151.9,10,34,1665.04,70,4,24,2,0,8,92,5,0,1,0,0,0,1,0,0,0,1
6906,1988,1,42677.25,82,10,33.28,61,4,31,1,4,71,29,4,0,1,0,0,0,1,0,1,0,0
6910,1951,1,94764.6,36,23,873.6,35,5,40,10,10,29,71,3,0,0,0,1,0,0,0,0,0,0
6915,1996,1,32392.5,73,10,68.64,10,15,15,16,44,52,48,2,0,0,1,0,0,0,0,0,1,0
6920,1946,0,116532.15,81,28,1328.08,37,1,51,7,4,12,88,5,0,0,0,1,0,0,1,0,0,0
6934,1966,1,84959.7,32,26,801.84,84,1,11,1,3,45,55,5,0,0,0,0,0,0,1,0,0,0
6940,1971,1,75498.15,6,19,450.32,54,0,41,0,4,46,54,5,0,0,0,0,1,0,0,1,0,0
6950,1951,1,89300.4,24,19,509.6,41,17,19,12,10,46,54,3,0,1,1,0,0,0,0,1,0,0
6956,1966,1,72310.35,32,19,354.64,86,2,7,3,2,57,43,3,0,1,0,1,0,0,0,1,0,0
6963,1959,1,92646.75,44,21,795.6,46,7,29,16,2,19,81,3,0,0,0,1,0,0,0,0,1,0
6968,1976,1,58590.0,51,12,96.72,58,6,21,2,14,64,36,4,0,0,0,1,0,0,0,0,1,0
6969,1995,1,37342.2,66,15,229.84,9,15,19,41,15,38,62,4,0,1,1,0,0,0,0,0,0,0
6979,1987,1,53478.6,70,14,192.4,42,10,35,11,2,57,43,4,0,0,0,1,0,0,0,0,0,0
6987,1961,1,76736.1,97,6,16.64,47,6,30,6,11,52,48,4,0,0,0,1,0,0,0,1,0,0
6994,1966,1,69417.6,23,22,625.04,48,1,44,4,3,36,64,2,0,0,0,1,0,0,0,0,1,0
6995,1962,1,84849.45,80,18,503.36,45,13,23,6,12,36,64,3,0,0,0,1,0,0,1,0,0,0
6998,1946,0,85232.7,21,32,1523.6,12,6,52,23,7,15,85,5,0,1,1,0,0,0,0,1,0,0
7005,1990,1,54441.45,17,9,42.64,63,4,32,0,1,56,44,4,0,0,0,0,1,0,0,0,0,0
7006,1967,1,74062.83887289166,92,17,351.52,91,1,8,0,0,49,51,3,0,0,0,1,0,0,0,1,0,0
7016,1954,1,92877.75,58,42,1932.32,34,12,27,13,14,26,74,5,0,0,1,0,0,0,0,1,0,0
7017,1956,1,94818.15,88,14,353.6,51,7,34,1,7,41,59,4,0,0,0,0,1,0,0,0,1,0
7024,1992,1,36191.4,45,10,43.68,22,11,43,12,12,57,43,4,0,0,0,1,0,0,0,0,0,0
7026,1953,1,88764.9,97,25,920.4,83,3,8,1,5,27,73,2,1,1,0,0,0,0,0,0,0,1
7034,1958,1,82117.35,25,32,1266.72,79,1,16,1,2,25,75,4,0,0,0,1,0,0,0,1,0,0
7039,1974,1,53971.05,66,9,69.68,72,3,20,1,3,55,45,3,0,0,0,1,0,0,0,0,0,0
7041,1989,0,26448.45,66,11,80.08,20,28,21,14,17,40,60,4,0,0,0,0,0,0,0,0,0,0
7045,1988,1,45895.5,27,10,49.92,28,2,26,6,38,58,42,3,0,0,0,0,0,0,0,0,0,0
7050,1976,0,56939.4,25,18,405.6,46,20,15,17,1,40,60,3,0,0,0,1,0,0,0,0,1,0
7051,1985,1,53551.05,42,14,224.64,42,1,48,7,2,49,51,2,0,0,0,1,0,0,0,0,0,0
7063,1978,1,51739.8,43,14,125.84,83,2,14,1,1,64,36,5,0,0,0,0,0,1,0,0,0,0
7064,1962,1,81358.2,45,35,1390.48,75,4,16,1,4,41,59,5,0,0,0,0,0,0,0,1,0,0
7066,1943,0,116294.85,25,29,1397.76,38,2,43,8,8,10,90,4,0,0,0,1,0,0,0,0,0,0
7067,1964,1,79828.35,52,21,613.6,86,1,11,1,1,43,57,3,0,0,0,1,0,0,0,0,0,0
7071,1956,0,94671.15,74,27,1000.48,22,11,48,14,5,36,64,5,0,1,1,0,0,0,0,1,0,0
7072,1953,1,81068.4,29,16,402.48,63,3,31,2,1,34,66,4,0,0,0,0,1,0,0,0,0,0
7076,1946,1,90171.9,6,24,807.04,63,3,20,7,7,33,67,4,0,1,0,0,0,0,0,1,0,0
7077,1945,0,101013.15,87,48,2380.56,58,5,29,5,4,17,83,4,1,0,1,0,0,0,0,0,1,0
7078,1996,0,41372.1,87,13,159.12,4,3,26,40,28,52,48,3,0,0,0,1,0,0,0,0,1,0
7080,1983,1,58449.3,20,8,34.32,39,1,53,4,3,51,49,4,0,1,0,0,0,0,0,0,1,0
7081,1986,1,37929.15,84,12,53.04,35,20,25,12,7,66,34,2,0,1,0,0,0,0,0,0,1,0
7082,1955,1,108526.95,30,34,1528.8,64,3,27,0,6,26,74,5,1,0,0,1,0,0,0,1,0,0
7083,1966,1,74586.75,21,15,272.48,89,2,8,0,0,61,39,3,0,0,0,0,0,1,1,0,0,0
7090,1979,1,43046.85,60,5,17.68,64,1,27,4,4,49,51,2,0,0,0,0,0,0,0,0,0,0
7091,1940,1,133466.55,7,51,2445.04,57,3,33,6,1,38,62,5,0,0,0,0,0,0,0,1,0,0
7094,1995,1,19705.35,525,10,12.48,11,31,36,0,22,69,31,3,0,0,1,0,0,0,0,0,0,0
7095,1972,1,75153.75,73,23,627.12,76,1,21,1,2,56,44,4,0,0,0,0,1,0,0,0,0,0
7097,1951,1,69977.25,53,15,315.12,49,8,28,13,2,37,63,3,0,0,0,1,0,0,0,1,0,0
7102,1952,0,96691.35,94,22,802.88,74,1,23,0,1,37,63,2,0,1,0,0,1,0,1,0,0,0
7109,1940,0,103925.85,54,28,1326.0,23,5,58,5,9,11,89,4,0,1,0,0,0,0,0,0,0,1
7117,1952,0,95072.25,94,18,616.72,46,3,26,14,11,36,64,5,0,0,0,0,0,0,0,1,0,0
7118,1961,1,90514.2,62,19,399.36,74,1,22,1,2,61,39,5,0,0,0,0,0,1,0,0,0,0
7124,1982,1,44148.3,95,9,34.32,46,13,40,0,0,68,32,4,0,0,0,1,0,0,0,0,1,0
7129,1996,1,37291.8,354,8,13.52,4,17,21,27,30,73,27,4,0,0,1,0,0,0,0,0,1,0
